Study_Hours,Attendance_Percent,Math_Score,Science_Score,English_Score
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
0.9999999999999999,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.5384615384615388,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
0.38636363636363635,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.5384615384615388,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
0.9999999999999999,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.5384615384615388,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
0.9999999999999999,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.6538461538461542,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
0.9999999999999999,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.5384615384615388,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
0.9999999999999999,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.5384615384615388,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.7142857142857144,0.3913043478260869
0.9999999999999999,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.5384615384615388,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
0.9999999999999999,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.5384615384615388,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
0.9999999999999999,1.0000000000000004,1.0,0.9642857142857144,0.9999999999999996
0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.6538461538461542,0.6451612903225805,0.7142857142857144,0.652173913043478
0.38636363636363635,0.5384615384615388,0.5161290322580645,0.5714285714285716,0.5217391304347827
0.15909090909090928,0.11538461538461542,0.16129032258064502,0.17857142857142883,0.21739130434782616
0.9090909090909093,0.8461538461538463,0.838709677419355,0.8928571428571428,0.8260869565217392
0.6136363636363639,0.7692307692307696,0.741935483870968,0.8214285714285716,0.6956521739130435
0.09090909090909105,0.23076923076923084,0.22580645161290303,0.07142857142857162,0.17391304347826075
0.7500000000000001,0.9230769230769234,0.935483870967742,1.0,0.9130434782608696
0.2727272727272728,0.4615384615384617,0.4516129032258065,0.5,0.3913043478260869
