Study_Hours,Attendance_Percent,Math_Score,Science_Score,English_Score
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
0.0,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,0.0,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,0.0,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
0.3846153846153847,0.1875,0.2631578947368421,0.15,0.17857142857142858
-0.5,-0.6875,-0.5789473684210527,-0.9,-0.6785714285714286
0.6153846153846153,0.4375,0.5789473684210527,0.4,0.5357142857142857
-0.19230769230769235,-0.3125,-0.21052631578947367,-0.3,-0.32142857142857145
1.0384615384615383,0.5625,0.6842105263157895,0.35,0.6785714285714286
-0.653846153846154,-1.0625,-0.9473684210526315,-1.0,-0.9642857142857143
0.19230769230769235,0.0,0.10526315789473684,0.0,0.10714285714285714
0.0,-0.1875,-0.10526315789473684,-0.2,-0.10714285714285714
-0.3846153846153847,-0.875,-0.6842105263157895,-0.75,-0.6071428571428571
0.8846153846153847,0.3125,0.42105263157894735,0.25,0.39285714285714285
